0.187123585,0.191714085,0.07704111
0.199712304,0.180744927,0.076393527
0.226432335,0.189292821,0.06636265
0.248129615,0.192987889,0.057578524
0.217428797,0.208062855,0.049464632
0.201929091,0.214969889,0.059775907
0.21279333,0.204984298,0.072416137
0.21460195,0.191632819,0.086122394
0.21140309,0.199345284,0.071645887
0.213263395,0.22615913,0.08090588
0.234203865,0.213035537,0.080956196
0.216574984,0.20890092,0.088133762
0.227226606,0.210534617,0.089253513
0.222734004,0.203076783,0.097731558
0.196362069,0.203824492,0.105929658
0.190192471,0.216402491,0.11105293
0.186602566,0.211405024,0.116740774
0.184138244,0.208052465,0.125971751
0.184827859,0.191152096,0.105643595
0.180263685,0.193718725,0.106038125
0.190123083,0.206900208,0.103124408
0.221263305,0.211163852,0.100932889
0.218639558,0.203506142,0.107021345
0.202995004,0.20968724,0.105354358
0.214683174,0.200568739,0.111824662
0.202306152,0.188634951,0.120150719
0.202353499,0.185729912,0.123812974
0.193123404,0.189191489,0.124902128
0.184808888,0.18651387,0.122521138
0.189427633,0.193390047,0.122001908
0.208121924,0.186288281,0.111719459
0.215229834,0.186540869,0.121150063
0.215351625,0.184628881,0.11946976
0.21111883,0.18938363,0.117821151
0.222953759,0.174563086,0.115202576
0.191850661,0.175202949,0.125799051
0.191188034,0.163043969,0.127235754
0.198036381,0.158951211,0.125503125
0.18353878,0.163081816,0.131146953
0.180767842,0.167122999,0.129197256
0.17662606,0.15924516,0.130052208
0.170689432,0.155249186,0.11857113
0.186664843,0.155665176,0.121143209
0.151099146,0.139557367,0.131852932
0.148993468,0.135457495,0.128036262
0.113879321,0.108709355,0.108964033
0.123329367,0.103281773,0.090304104
0.186177582,0.161050474,0.112702105
0.164571939,0.140446005,0.128473147
0.162507342,0.132894185,0.123755979
0.149636085,0.138607849,0.127850397
0.160965614,0.133026219,0.11422546
0.141798892,0.134367415,0.12473812
0.140104,0.129462302,0.122952545
0.129528348,0.127768452,0.12644853
